,,20.76249006,0.000168044,,,18.9104994,0.08860522
,,20.77301274,0.000149807,,,18.92102208,0.086064377
,,20.78353541,0.00013318,,,18.93154475,0.083365648
,,20.79405809,0.000118071,,,18.94206743,0.080528602
,,20.80458076,0.000104387,,,18.9525901,0.077573307
,,20.81510343,9.20E-05,,,18.96311277,0.07452009
,,22.33036852,0,,,18.97363545,0.071389313
,,,,,,18.98415812,0.068201145
,,,,,,18.9946808,0.064975352
,,,,,,19.00520347,0.061731102
,,,,,,19.01572615,0.058486784
,,,,,,19.02624882,0.055259852
,,,,,,19.03677149,0.052066246
